txid	ODPE_1	RVG_11	RVG_4	Avg1DPE	Median1DPE
crovir-transcript-1688	62.0000664248088	69.58701213303993	63.873952053543874	65.15367687046421	62.0000664248088
crovir-transcript-1686	5.000251238587974	5.156146079737297	6.944912086492247	5.700436468272506	5.000251238587974
crovir-transcript-1684	3.235129142115381	1.3863863117819661	0.7607723542738353	1.7940959360570607	3.235129142115381
crovir-transcript-1685	13.661356999994334	22.356836483858928	28.005769375452502	21.34132095310192	13.661356999994334
crovir-transcript-1687	32.24032048609335	47.03824687637075	61.273336098526705	46.85063448699694	32.24032048609335
crovir-transcript-1690	0	0	13.239797948408993	4.413265982802998	0
crovir-transcript-1692	2.9124270372126437	6.825520328838846	13.483688963248106	7.740545443099865	2.9124270372126437
crovir-transcript-1693	65.71163502711028	75.21723402380407	75.63707427955366	72.18864777682266	65.71163502711028
crovir-transcript-1694	22.327071195087438	24.62371257872242	29.726698241760065	25.55916067185664	22.327071195087438
crovir-transcript-1689	5.379899943740022	12.392111352580748	5.964213742473765	7.912075012931512	5.379899943740022
crovir-transcript-1691	4.407901214408842	14.494193168887195	19.256117898494843	12.719404093930294	4.407901214408842
crovir-transcript-1697	0.19952925615519312	0	0.16422441686007305	0.12125122433842206	0.19952925615519312
crovir-transcript-1695	4.668150995639442	9.252290759627932	9.468192946340796	7.7962115672027235	4.668150995639442
crovir-transcript-1698	0	0	0	0	0
crovir-transcript-1696	8.280701101053527	11.089443954693042	21.663580082520234	13.677908379422268	8.280701101053527
crovir-transcript-1701	3.963484375238981	0.19816026761145036	7.394281044361864	3.851975229070765	3.963484375238981
crovir-transcript-1700	52.487931383883755	85.59202492363913	65.80568986181281	67.96188205644523	52.487931383883755
crovir-transcript-1704	9.199969643411862	10.349237227667963	23.978382836121018	14.509196569066948	9.199969643411862
crovir-transcript-1703	7.128220754246596	11.5825432755792	9.778247721439465	9.496337250421753	7.128220754246596
crovir-transcript-1699	5.439593701784295	11.029510713902305	15.421151066705114	10.630085160797238	5.439593701784295
crovir-transcript-1702	0	0	0	0	0
crovir-transcript-1705	0	0	0	0	0
crovir-transcript-1708	40.04587176167385	73.03306751857563	99.62947956177766	70.90280628067572	40.04587176167385
crovir-transcript-1709	29.111174926815234	49.82138795424383	33.79005987192871	37.57420758432926	29.111174926815234
crovir-transcript-1707	0.24703622190642963	0.5557923696340202	0	0.2676095305134833	0.24703622190642963
crovir-transcript-1706	23.895559782537816	16.206282179982644	20.693592073769956	20.265144678763473	23.895559782537816
crovir-transcript-1710	0	0	0	0	0
crovir-transcript-1712	0.01924243568262249	0.11544648627412886	0	0.04489630731891712	0.01924243568262249
crovir-transcript-1715	0	0.7673661908162016	0	0.2557887302720672	0
crovir-transcript-1713	0.1543976386915185	2.3158015401417513	0.12707841780838988	0.8657591988805532	0.1543976386915185
crovir-transcript-1714	0	0.9255860239741812	0	0.3085286746580604	0
crovir-transcript-1716	0	0	0	0	0
crovir-transcript-1711	0	0	0	0	0
crovir-transcript-1717	38.04760437511134	72.8288581210772	88.27970515635313	66.38538921751389	38.04760437511134
crovir-transcript-1718	0	0.35857572234452917	0	0.11952524078150972	0
crovir-transcript-1719	0	0	0	0	0
crovir-transcript-1720	16.33183911492507	37.46452269384877	46.65189915988002	33.48275365621795	16.33183911492507
crovir-transcript-1721	0	0.13796264494461496	0.15141258292063473	0.09645840928841656	0
crovir-transcript-1722	2.5316982673116115	6.3954190478435216	2.961101214959879	3.9627395100383374	2.5316982673116115
crovir-transcript-1723	78.79155288173493	61.72220525935698	91.4964608220407	77.33673965437754	78.79155288173493
crovir-transcript-1725	0.2747269546355704	0.3433845178674441	0.5276053639635181	0.3819056121555109	0.2747269546355704
crovir-transcript-1724	27.204110778232437	43.41280643299878	64.82858992390933	45.148502378380186	27.204110778232437
crovir-transcript-1728	134.64962263911897	160.57712076896152	146.24735504888434	147.1580328189883	134.64962263911897
crovir-transcript-1729	3.3589817223248346	5.038117883013421	11.980112136411087	6.792403913916448	3.3589817223248346
crovir-transcript-1726	375.06405793189373	479.2822285375924	412.9929611743234	422.44641588126984	375.06405793189373
crovir-transcript-1727	11.97175536931159	7.26805406444488	30.02960765441336	16.423139029389944	11.97175536931159
crovir-transcript-1730	0	0	0	0	0
crovir-transcript-1733	0	0	0	0	0
crovir-transcript-1731	15.563281980105067	34.36649485570359	47.67982236170788	32.536533065838846	15.563281980105067
crovir-transcript-1732	14.993527919176366	18.440741050284835	16.783165838647932	16.73914493603638	14.993527919176366
crovir-transcript-1737	0	0	0	0	0
crovir-transcript-1736	0	0	0	0	0
crovir-transcript-1738	0	0	0	0	0
crovir-transcript-1735	0	0	0	0	0
crovir-transcript-1734	0	0	0	0	0
crovir-transcript-1741	7.850913758509974	107.71157169376221	38.01039915455697	51.190961535609716	7.850913758509974
crovir-transcript-1739	11.375156264528618	137.0092818167585	47.66327261427237	65.34923689851982	11.375156264528618
crovir-transcript-1743	35.772454944087876	70.02304681376881	35.40596243622757	47.06715473136142	35.772454944087876
crovir-transcript-1742	61.89941696632695	124.23222625796792	70.3552331320995	85.49562545213146	61.89941696632695
crovir-transcript-1740	479.6683317970843	983.4104681785949	654.2700767705311	705.7829589154035	479.6683317970843
crovir-transcript-1744	24.645666478758752	39.97793326212096	47.33130700588851	37.31830224892274	24.645666478758752
crovir-transcript-1745	18.979612170859838	27.259705579389202	32.00009258018452	26.079803443477854	18.979612170859838
crovir-transcript-1747	0	0	0	0	0
crovir-transcript-1748	0	0	0	0	0
crovir-transcript-1750	0	0	0	0	0
crovir-transcript-1746	0	0	0	0	0
crovir-transcript-1749	0	0	0	0	0
crovir-transcript-1752	0.18044384904469643	0.13532335956306582	0.29703198875561043	0.20426639912112424	0.18044384904469643
crovir-transcript-1751	0	0	0	0	0
crovir-transcript-1754	2.880819053170616	3.4978911583842263	4.177625976713714	3.518778729422852	2.880819053170616
crovir-transcript-1753	13.924393220521557	21.62441571165143	24.54394372645083	20.030917552874605	13.924393220521557
crovir-transcript-1758	3.0193316010785844	5.969621747920959	7.681184365307122	5.556712571435555	3.0193316010785844
crovir-transcript-1756	49.36563828075431	72.73274462410674	62.92388182849115	61.674088244450736	49.36563828075431
crovir-transcript-1759	13.21188162030142	15.688004935703066	16.958515325681926	15.286133960562138	13.21188162030142
crovir-transcript-1755	15.750791401552117	15.347904954231018	24.693020751972437	18.597239035918523	15.750791401552117
crovir-transcript-1757	0	0	0	0	0
crovir-transcript-1761	86.68454416088709	94.60634796019393	106.34305635165488	95.8779828242453	86.68454416088709
crovir-transcript-1762	5.702576603397276	7.4841048857588675	8.604857994866729	7.263846494674291	5.702576603397276
crovir-transcript-1760	22.804162499130427	25.317545040179255	27.049698886228736	25.05713547517947	22.804162499130427
crovir-transcript-1766	10.431827317260217	13.98610983545158	14.879917242516683	13.099284798409494	10.431827317260217
crovir-transcript-1770	0.8169701826826806	0	0	0.2723233942275602	0.8169701826826806
crovir-transcript-1767	1.4344038691341072	0	1.9676658241299076	1.134023231088005	1.4344038691341072
crovir-transcript-1769	0	1.1195817517807605	0	0.37319391726025347	0
crovir-transcript-1768	7.756031452238539	5.926361515420584	2.649826980083549	5.444073315914224	7.756031452238539
crovir-transcript-1771	36.06464629970871	62.41518589472955	36.07667938295081	44.85217052579635	36.06464629970871
crovir-transcript-1765	14.122760417518208	10.591324648198208	25.572513550987786	16.7621995389014	14.122760417518208
crovir-transcript-1763	0	0.2826062896444171	0	0.09420209654813903	0
crovir-transcript-1764	4.052938015652361	10.182289896810762	2.501856350602676	5.5790280876886	4.052938015652361
crovir-transcript-1772	0	0	0	0	0
crovir-transcript-1773	7.956509326907646	11.212642693009926	12.521650481038831	10.563600833652135	7.956509326907646
crovir-transcript-1774	4.026601234323212	7.303553160533697	9.634103877170352	6.988086090675754	4.026601234323212
crovir-transcript-1777	0	0	0	0	0
crovir-transcript-1775	218.48180719564087	540.9881280290011	92.86988080520959	284.11327200995055	218.48180719564087
crovir-transcript-1776	0	0	0	0	0
crovir-transcript-1780	0.6530048383260867	0	0	0.2176682794420289	0.6530048383260867
crovir-transcript-1778	6.367000982929759	18.8979013149545	8.192768661333982	11.15255698640608	6.367000982929759
crovir-transcript-1779	0	0	0	0	0
crovir-transcript-1781	0	0	0	0	0
crovir-transcript-1782	0	0	0	0	0
crovir-transcript-1784	0.378668661316425	0.8519445081981334	0	0.41020438983818613	0.378668661316425
