Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0861.1,TP73,0.06,0,0,2,0,Down,4543,0.994374840900843,7,0,1296,2,Down,0.999999999998884,-6.462684495787225,5.111587800357413,0.000000000000485
MA0819.1,CLOCK,0.08,1,0.1,228,0.2,Down,4756,0.824643860326282,7,1,1296,109,Up,0.46145181357112,-2.943773763069742,1.243691336364759,0.33587364283475
MA0079.4,SP1,0.15,0,0,223,0.2,Down,5124,0.553708242785793,7,0,1296,168,Down,0.604602649797209,-3.425346152639977,-0.963088885937083,-0.218529953767887
MA1581.1,ZBTB6,0.15,0,0,449,0.3,Down,5719,0.233467039402506,7,0,1296,338,Down,0.20052100806668,-2.922142531443408,-1.969496128330221,-0.697840120752101
MA1579.1,ZBTB26,0.06,0,0,399,0.3,Down,5656,0.259309795176788,7,0,1296,320,Down,0.204382380004537,-2.961558269921536,-1.890664651373965,-0.689556547855553
MA0076.2,ELK4,0.11,4,0.6,584,0.5,Up,5528,0.317742886226764,7,4,1296,380,Up,0.20490885881799,-1.252809720757978,1.031688253183543,0.688439265353798
MA0139.1,CTCF,0.13,0,0,95,0.1,Down,4844,0.756403857634875,7,0,1296,88,Down,0.999999999998661,-3.889845768189408,-0.034089654838222,-0.000000000000582
MA0686.1,SPDEF,0.12,0,0,95,0.1,Down,4833.5,0.764458354928304,7,0,1296,85,Down,0.999999999998188,-3.914722285787958,0.015663380358878,0.000000000000787
MA1105.2,GRHL2,0.14,0,0,400,0.3,Down,5659.5,0.257824071913433,7,0,1296,321,Down,0.20408094621407,-2.959311079566933,-1.895159032083171,-0.690197540802635
MA0494.1,Nr1h3::Rxra,0.14,0,0,57,0,Down,4718,0.854559578009852,7,0,1296,52,Down,0.999999999998445,-4.266525784397845,0.719270377578653,0.000000000000675
MA0071.1,RORA,0.12,6,0.9,431,0.3,Up,6611.5,0.036584627339333,7,5,1296,326,Up,0.013602467947408,-1.218463143139043,1.542008332335643,1.866382288783954
MA0596.1,SREBF2,0.05,5,0.7,44,0,Up,7622,0.001882886674652,7,5,1296,44,Up,1.217452897596516E-6,-2.65606601842906,4.417214082915676,5.914547832338899
MA0671.1,NFIX,0.01,10,1.4,590,0.5,Up,7037.5,0.011754788173551,7,6,1296,433,Up,0.007143773830367,-0.893484592549443,1.374067430164033,2.146072303528558
MA0595.1,SREBF1,0.04,5,0.7,19,0,Up,7709.5,0.00139233282076,7,5,1296,19,Up,2.804032736939297E-8,-3.251231624481134,5.607545295019825,7.552216920309838
MA0145.2,Tcfcp2l1,0.15,1,0.1,782,0.6,Down,5536,0.313855844426565,7,1,1296,443,Down,0.433508650918052,-1.934772145719797,-0.774311898335131,-0.363002231501529
MA0833.2,ATF4,0.07,0,0,90,0.1,Down,4840.5,0.759085799207139,7,0,1296,87,Down,0.999999999998471,-3.898042987314742,-0.017695216587553,-0.000000000000664
MA0628.1,POU6F1,0.04,6,0.9,268,0.2,Up,5454.5,0.354924101152404,7,2,1296,122,Up,0.137434706094171,-2.49436552628594,1.818806051129568,0.861903581964295
MA0442.2,SOX10,0,1,0.1,3,0,Up,5173.5,0.520829540885019,7,1,1296,3,Up,0.021340711533295,-5.427489831841527,6.211123473908328,1.670791104600763
MA0820.1,FIGLA,0.13,12,1.7,2008,1.5,Up,5396,0.386401732192639,7,7,1296,837,Up,0.056594070926593,-0.315230555310399,0.630461110620797,1.247229065255931
MA0670.1,NFIA,0.01,10,1.4,589,0.5,Up,7040,0.011670984229808,7,6,1296,432,Up,0.007052660024508,-0.895150522898317,1.377399290861781,2.151647050940454
MA0004.1,Arnt,0.1,2,0.3,825,0.6,Down,5423,0.371667253820599,7,1,1296,460,Down,0.432244905430906,-1.907638619824661,-0.828578950125403,-0.364270116749896
MA1466.1,ATF6,0.07,0,0,7,0,Down,4560.5,0.980313777837974,7,0,1296,7,Down,0.99999999999918,-5.670203245426648,3.526625299636257,0.000000000000356
MA0488.1,JUN,0.14,1,0.1,317,0.2,Down,4752.5,0.827389326352733,7,1,1296,238,Down,0.99999999999911,-2.382244564867573,0.120632939960421,0.000000000000386
MA0741.1,KLF16,0.15,4,0.6,1497,1.2,Down,5622,0.274051307787331,7,1,1296,539,Down,0.250158273030033,-1.79342771812632,-1.057000753522084,-0.601785129910774
MA0077.1,SOX9,0.07,10,1.4,233,0.2,Up,8565,4.952342078512473E-5,7,7,1296,195,Up,1.968874881111049E-6,-1.364690846772971,2.729381693545943,5.705781881713369
MA0608.1,Creb3l2,0.04,1,0.1,104,0.1,Up,4897.5,0.715790893288217,7,1,1296,79,Up,0.358916113282855,-3.174725815228151,1.705595440681577,0.445007043888149
MA1127.1,FOSB,0.15,0,0,137,0.1,Down,4847.5,0.753724847163773,7,0,1296,89,Down,0.999999999998199,-3.881740654598779,-0.05029988201948,-0.000000000000782
MA0752.1,ZNF410,0.01,0,0,2,0,Down,4543,0.994374840900843,7,0,1296,2,Down,0.999999999998884,-6.462684495787225,5.111587800357413,0.000000000000485
MA1566.1,TBX3,0.08,2,0.3,1934,1.5,Down,7006.5,0.012839175796863,7,2,1296,927,Down,0.023431688906614,-1.034082760033143,-1.101759481376027,-1.630196407246476
MA0607.1,Bhlha15,0.14,15,2.1,1697,1.3,Up,6242.5,0.085664309799166,7,7,1296,642,Up,0.007481922198271,-0.506426923386027,1.012853846772054,2.125986812181293
MA0657.1,KLF13,0.06,0,0,2,0,Down,4543,0.994374840900843,7,0,1296,2,Down,0.999999999998884,-6.462684495787225,5.111587800357413,0.000000000000485
MA0624.1,NFATC1,0.01,13,1.9,636,0.5,Up,7560.5,0.002317780529863,7,6,1296,464,Up,0.010472929255268,-0.843661290969034,1.274420827003216,1.979931830119412
MA0839.1,CREB3L1,0.07,0,0,7,0,Down,4560.5,0.980313777837974,7,0,1296,7,Down,0.99999999999918,-5.670203245426648,3.526625299636257,0.000000000000356
MA1643.1,NFIB,0.15,0,0,78,0.1,Down,4721.5,0.851794731716917,7,0,1296,53,Down,0.999999999998627,-4.252915050030333,0.692048908843629,0.000000000000596
MA1151.1,RORC,0.15,0,0,609,0.5,Down,6058.5,0.12517546042995,7,0,1296,435,Down,0.102862802551767,-2.740384088931474,-2.333013013354089,-0.987741647269579
MA0160.1,NR4A2,0.06,4,0.6,202,0.2,Up,6495.5,0.048434257533198,7,4,1296,167,Up,0.007280429764873,-1.844677399837183,2.215423611341953,2.137842983461137
MA0598.3,EHF,0.05,4,0.6,149,0.1,Up,6635.5,0.034469055567245,7,4,1296,135,Up,0.003363013667935,-1.997611521832815,2.521291855333217,2.47327136762534
MA1493.1,HES6,0,0,0,2,0,Down,4543,0.994374840900843,7,0,1296,2,Down,0.999999999998884,-6.462684495787225,5.111587800357413,0.000000000000485
