Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0442.2,SOX10,0.02,1,0.3,10320,0.8,Down,34880,0.259845009692052,4,1,13159,6935,Down,0.350258681783845,-1.254497687847776,-0.66092962574676,-0.455611091148289
MA0820.1,FIGLA,0.02,4,1,2957,0.2,Up,41672.5,0.043316090757048,4,3,13159,2545,Up,0.02478140856211,-1.366326891530401,2.007513624291386,1.605874012190531
MA0670.1,NFIA,0.01,0,0,8949,0.7,Down,38924,0.097126443028927,4,0,13159,6303,Down,0.126286377216301,-2.115902333709173,-2.108045335466279,-0.898643495199847
MA0004.1,Arnt,0.1,7,1.8,8613,0.7,Up,43212.5,0.026194707429495,4,4,13159,4988,Up,0.020670674582058,-0.699713347387047,1.399426694774094,1.684645350054631
MA1466.1,ATF6,0.12,0,0,95,0,Down,26500,0.980891562535368,4,0,13159,91,Down,0.999999999998246,-5.169021108549092,3.998192214213559,0.000000000000762
MA0488.1,JUN,0.15,0,0,6871,0.5,Down,36498,0.18034744480003,4,0,13159,5090,Down,0.163790350303443,-2.270075201404759,-1.799699600075107,-0.785711688249685
MA0741.1,KLF16,0.15,4,1,21264,1.6,Down,28557,0.768259761687969,4,3,13159,6491,Up,0.368427835587822,-0.691025483176079,0.656910807582741,0.43364756526805
MA0077.1,SOX9,0.15,6,1.5,42504,3.2,Down,38680,0.103771764772167,4,3,13159,11765,Down,0.36119597694617,-0.262056060754691,-0.201028037260035,-0.442257095567305
MA0608.1,Creb3l2,0.06,2,0.5,1305,0.1,Up,37225,0.151184800957035,4,2,13159,987,Up,0.030551143067401,-2.292088511271518,2.888183209433136,1.514972536040817
MA1127.1,FOSB,0.12,0,0,638,0,Down,27194,0.908222057304566,4,0,13159,438,Down,0.99999999998309,-4.038654511468747,1.737459020052868,0.000000000007344
MA0752.1,ZNF410,0.12,0,0,50,0,Down,26418,0.98950015777663,4,0,13159,50,Down,0.999999999982662,-5.597765286315216,4.855680569745807,0.00000000000753
MA1566.1,TBX3,0.01,2,0.5,350,0,Up,38789,0.100759812606878,4,2,13159,338,Up,0.003856283876434,-3.064400968459934,4.432808123809967,2.413831003443799
MA0607.1,Bhlha15,0.15,5,1.3,47425,3.6,Down,40119.5,0.069328242017718,4,3,13159,10886,Down,0.531735626816725,-0.318067275170102,-0.089005608429213,-0.274304240548032
MA0657.1,KLF13,0.04,0,0,3,0,Down,26324,0.999369991347849,4,0,13159,3,Down,0.999999999993667,-7.523193566662312,8.706537130439997,0.00000000000275
MA0624.1,NFATC1,0.03,1,0.3,19630,1.5,Down,42315.5,0.035267995806336,4,1,13159,9853,Down,0.051537873178515,-1.00117950186482,-1.167565997712673,-1.287873507513736
MA0839.1,CREB3L1,0.1,1,0.3,107,0,Up,32685,0.402089137389326,4,1,13159,106,Up,0.032124675722173,-4.267034967217616,5.364144932992919,1.493161247560472
MA1643.1,NFIB,0.07,0,0,23,0,Down,26356,0.996009961418873,4,0,13159,19,Down,0.999999999986611,-6.284169918259989,6.228489833635352,0.000000000005815
MA1151.1,RORC,0.15,2,0.5,12263,0.9,Down,33241,0.362260887868287,4,1,13159,7579,Down,0.318014563254678,-1.19044629466098,-0.789032412120352,-0.497552991347881
MA0160.1,NR4A2,0,1,0.3,493,0,Up,31933,0.459947738874286,4,1,13159,479,Up,0.13809192160667,-3.18169627482147,3.193467548200627,0.85983172695551
MA0598.3,EHF,0.14,5,1.3,14431,1.1,Up,31654,0.482544118751209,4,4,13159,8327,Up,0.303775176420047,-0.3300746601891,0.6601493203782,0.517447718242381
MA1493.1,HES6,0.08,0,0,145,0,Down,26600,0.970396385627283,4,0,13159,141,Down,0.999999999979884,-4.854541906275172,3.369233809665719,0.000000000008736
